5605951697738045,33712,-0.05700,-0.02900,-0.12500,-0.03600,0.61200,-0.39600,0.00000,0.00000,0.00000,0.00000,0.00930,-0.01314,0.00000,0.01314,0.00930,0.99912,-0.04164,0.00524,0.04163,0.99913,0.00237,-0.00534,-0.00215,0.99998,-0.04160,0.00302,0.00555,2.40518
5605951730020199,32282,-0.05700,-0.02900,-0.12500,-0.03600,0.61200,-0.39600,0.00000,0.00000,0.00000,0.00000,0.00930,-0.01314,0.00000,0.01314,0.00930,0.99912,-0.04164,0.00524,0.04163,0.99913,0.00237,-0.00534,-0.00215,0.99998,-0.04160,0.00302,0.00555,2.40518
5605951763737045,33716,-0.07600,0.00000,-0.01900,-0.03600,0.61200,-0.39600,0.00000,0.00000,0.00000,0.00000,0.00782,-0.01102,0.00000,0.01102,0.00782,0.99918,-0.03978,0.00746,0.03978,0.99921,-0.00053,-0.00743,0.00083,0.99997,-0.03980,0.00001,0.00764,2.31942
5605951796019968,32282,-0.07600,0.00000,-0.01900,-0.10800,0.43200,-0.03600,0.00000,0.00000,0.00000,0.00000,-0.00035,0.00049,0.00000,-0.00049,-0.00035,0.99959,-0.02755,0.00751,0.02755,0.99962,-0.00037,-0.00750,0.00057,0.99997,-0.02756,0.00001,0.00764,1.63614
5605951829730429,33710,-0.07600,-0.04800,0.05700,-0.10800,0.43200,-0.03600,0.00000,0.00000,0.00000,0.00000,0.00005,-0.00006,0.00000,0.00006,0.00005,0.99949,-0.03106,0.00745,0.03102,0.99951,0.00437,-0.00759,-0.00413,0.99996,-0.03097,0.00479,0.00774,1.83035
5605951862021122,32290,-0.07600,-0.04800,0.05700,-0.10800,0.43200,-0.03600,0.00000,0.00000,0.00000,0.00000,0.00005,-0.00006,0.00000,0.00006,0.00005,0.99949,-0.03106,0.00745,0.03102,0.99951,0.00437,-0.00759,-0.00413,0.99996,-0.03097,0.00479,0.00774,1.83035
5605951895738660,33717,-0.02900,0.00900,0.00900,-0.10800,0.43200,-0.03600,0.00000,0.00000,0.00000,0.00000,0.00226,-0.00316,0.00000,0.00316,0.00226,0.99965,-0.02632,0.00285,0.02632,0.99965,-0.00139,-0.00281,0.00147,1.00000,-0.02635,-0.00091,0.00294,1.51672
5605951928024199,32285,-0.02900,0.00900,0.00900,-0.10800,0.43200,-0.07200,0.00000,0.00000,0.00000,0.00000,0.00315,-0.00440,0.00000,0.00440,0.00315,0.99965,-0.02632,0.00285,0.02632,0.99965,-0.00139,-0.00281,0.00147,1.00000,-0.02634,-0.00091,0.00294,1.51698
5605951961738275,33714,-0.03800,-0.06700,0.06700,-0.10800,0.43200,-0.07200,0.00000,0.00000,0.00000,0.00000,0.00329,-0.00460,0.00000,0.00460,0.00329,0.99948,-0.03192,0.00359,0.03190,0.99947,0.00613,-0.00379,-0.00601,0.99997,-0.03179,0.00668,0.00395,1.84079
5605951994021660,32283,-0.03800,-0.06700,0.06700,0.00000,0.64800,-0.21600,0.00000,0.00000,0.00000,0.00000,0.00563,-0.00790,0.00000,0.00790,0.00563,0.99890,-0.04680,0.00343,0.04678,0.99889,0.00586,-0.00370,-0.00570,0.99998,-0.04669,0.00668,0.00395,2.68999
5605952027738583,33716,-0.00900,0.00900,0.01900,0.00000,0.64800,-0.21600,0.00000,0.00000,0.00000,0.00000,0.00655,-0.00921,0.00000,0.00921,0.00655,0.99916,-0.04099,0.00081,0.04100,0.99916,-0.00175,-0.00073,0.00178,1.00000,-0.04104,-0.00092,0.00095,2.35002
5605952060017968,32279,-0.00900,0.00900,0.01900,0.00000,0.68400,-0.21600,0.00000,0.00000,0.00000,0.00000,0.00666,-0.00937,0.00000,0.00937,0.00666,0.99906,-0.04329,0.00080,0.04329,0.99906,-0.00179,-0.00072,0.00183,1.00000,-0.04333,-0.00092,0.00095,2.48128
5605952093743122,33725,-0.05700,0.01900,-0.09600,0.00000,0.68400,-0.21600,0.00000,0.00000,0.00000,0.00000,0.00392,-0.00549,0.00000,0.00549,0.00392,0.99905,-0.04319,0.00549,0.04320,0.99906,-0.00256,-0.00537,0.00280,0.99998,-0.04325,-0.00189,0.00560,2.49520
5605952126019814,32276,-0.05700,0.01900,-0.09600,0.00000,0.68400,-0.21600,0.00000,0.00000,0.00000,0.00000,0.00392,-0.00549,0.00000,0.00549,0.00392,0.99905,-0.04319,0.00549,0.04320,0.99906,-0.00256,-0.00537,0.00280,0.99998,-0.04325,-0.00189,0.00560,2.49520
